# PB-016 full-history secret-candidate triage

This row-level ledger records only scanner metadata and redacted structural
classification. It intentionally contains no candidate values or surrounding
source excerpts.

The scan covered every ref reachable through `git rev-list --all` at the
PB-016 checkpoint. Gitleaks 8.30.0 produced 83 redacted candidates. Every
candidate was a generated test-store `api_key` record: its key and value had
the same synthetic 64-lowercase-hex shape, explicit test metadata, a past
expiry, and a path deleted from the current tree. TruffleHog 3.95.9 produced
nine unverified candidates (the handoff's eight plus one later security-test
fixture): one dependency checksum and eight URI rejection/test-service
fixtures. It produced zero verified results.

No candidate maps to a production issuer, deployed account, or live rotation
target. Historical test-store records were removed before this checkpoint,
current ignores prevent recurrence, and no value is reproduced here.

scanner	detector_or_rule	commit	path	line	redacted_fingerprint	context	disposition	rationale
gitleaks	generic-api-key	09d48594a191a2aee13c1f2ccb9674db2bdac9bc	test/secrets/113fa7a361fffd1bcbe1d9aae8075d1679720f1b9de1c6f26fefd1998b8b70e1.yaml	6	09d48594a191a2aee13c1f2ccb9674db2bdac9bc:test/secrets/113fa7a361fffd1bcbe1d9aae8075d1679720f1b9de1c6f26fefd1998b8b70e1.yaml:generic-api-key:6	historical generated test-store API record	closed: expired and deleted	64-lowercase-hex key/value; explicit test tenant/type/source metadata; expiry before review date; no production issuer or rotation target
gitleaks	generic-api-key	09d48594a191a2aee13c1f2ccb9674db2bdac9bc	test/secrets/8aeb50c273c5b94514389771fbede0c9df9b4ff0b0979f8cb2b3c91f87505569.yaml	6	09d48594a191a2aee13c1f2ccb9674db2bdac9bc:test/secrets/8aeb50c273c5b94514389771fbede0c9df9b4ff0b0979f8cb2b3c91f87505569.yaml:generic-api-key:6	historical generated test-store API record	closed: expired and deleted	64-lowercase-hex key/value; explicit test tenant/type/source metadata; expiry before review date; no production issuer or rotation target
gitleaks	generic-api-key	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2	acme-corp/secrets/6664309866b654affab45e74524913af6a9125076a700103eb5df30cbdf5f8e1.yaml	6	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2:acme-corp/secrets/6664309866b654affab45e74524913af6a9125076a700103eb5df30cbdf5f8e1.yaml:generic-api-key:6	historical generated test-store API record	closed: expired and deleted	64-lowercase-hex key/value; explicit test tenant/type/source metadata; expiry before review date; no production issuer or rotation target
gitleaks	generic-api-key	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2	acme-corp/secrets/799fbb23144672a612b8ed8918cb25cc573b17af44af850f275b85a031f353d6.yaml	6	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2:acme-corp/secrets/799fbb23144672a612b8ed8918cb25cc573b17af44af850f275b85a031f353d6.yaml:generic-api-key:6	historical generated test-store API record	closed: expired and deleted	64-lowercase-hex key/value; explicit test tenant/type/source metadata; expiry before review date; no production issuer or rotation target
gitleaks	generic-api-key	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2	test-tenant/secrets/09efbc2791fddb25be06d8270d92bbc9f2f48a6a80a927ca3b519da84b451fe0.yaml	6	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2:test-tenant/secrets/09efbc2791fddb25be06d8270d92bbc9f2f48a6a80a927ca3b519da84b451fe0.yaml:generic-api-key:6	historical generated test-store API record	closed: expired and deleted	64-lowercase-hex key/value; explicit test tenant/type/source metadata; expiry before review date; no production issuer or rotation target
gitleaks	generic-api-key	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2	test-tenant/secrets/006990b26c81deec4da67397df1419196b4bff15f1504f6beba6933584dbf84f.yaml	6	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2:test-tenant/secrets/006990b26c81deec4da67397df1419196b4bff15f1504f6beba6933584dbf84f.yaml:generic-api-key:6	historical generated test-store API record	closed: expired and deleted	64-lowercase-hex key/value; explicit test tenant/type/source metadata; expiry before review date; no production issuer or rotation target
gitleaks	generic-api-key	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2	test-tenant/secrets/024d8b2c5990c5641864bf8fafaf82cfef2a73e61e843c2a5051b93b11ae8617.yaml	6	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2:test-tenant/secrets/024d8b2c5990c5641864bf8fafaf82cfef2a73e61e843c2a5051b93b11ae8617.yaml:generic-api-key:6	historical generated test-store API record	closed: expired and deleted	64-lowercase-hex key/value; explicit test tenant/type/source metadata; expiry before review date; no production issuer or rotation target
gitleaks	generic-api-key	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2	test-tenant/secrets/0c2864accfcbf30a9461dd8624272f410d150fa4fb702ab9073e83c9a6848547.yaml	6	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2:test-tenant/secrets/0c2864accfcbf30a9461dd8624272f410d150fa4fb702ab9073e83c9a6848547.yaml:generic-api-key:6	historical generated test-store API record	closed: expired and deleted	64-lowercase-hex key/value; explicit test tenant/type/source metadata; expiry before review date; no production issuer or rotation target
gitleaks	generic-api-key	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2	test-tenant/secrets/0f50db6d633f799bdb73f24235aa30d97b93388874165513e03f7583b8987c3d.yaml	6	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2:test-tenant/secrets/0f50db6d633f799bdb73f24235aa30d97b93388874165513e03f7583b8987c3d.yaml:generic-api-key:6	historical generated test-store API record	closed: expired and deleted	64-lowercase-hex key/value; explicit test tenant/type/source metadata; expiry before review date; no production issuer or rotation target
gitleaks	generic-api-key	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2	test-tenant/secrets/0dcdc133a2240ee268f563cfe5bf5026a90501efa39e38e8237a6c2031701c0c.yaml	6	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2:test-tenant/secrets/0dcdc133a2240ee268f563cfe5bf5026a90501efa39e38e8237a6c2031701c0c.yaml:generic-api-key:6	historical generated test-store API record	closed: expired and deleted	64-lowercase-hex key/value; explicit test tenant/type/source metadata; expiry before review date; no production issuer or rotation target
gitleaks	generic-api-key	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2	test-tenant/secrets/1d2e8ac2a36d719775e9fe7fb26b9733c5a252d075cba302b5aae4eb30ac5223.yaml	6	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2:test-tenant/secrets/1d2e8ac2a36d719775e9fe7fb26b9733c5a252d075cba302b5aae4eb30ac5223.yaml:generic-api-key:6	historical generated test-store API record	closed: expired and deleted	64-lowercase-hex key/value; explicit test tenant/type/source metadata; expiry before review date; no production issuer or rotation target
gitleaks	generic-api-key	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2	test-tenant/secrets/143118365b708ebfb675b82d171d29b72725f7a8e0a04891270af96ab5ff5108.yaml	6	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2:test-tenant/secrets/143118365b708ebfb675b82d171d29b72725f7a8e0a04891270af96ab5ff5108.yaml:generic-api-key:6	historical generated test-store API record	closed: expired and deleted	64-lowercase-hex key/value; explicit test tenant/type/source metadata; expiry before review date; no production issuer or rotation target
gitleaks	generic-api-key	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2	test-tenant/secrets/40d3f81646fbcf0122bc79d4d00182f0997d3fbd1614e46e1e185be1a8f5894e.yaml	6	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2:test-tenant/secrets/40d3f81646fbcf0122bc79d4d00182f0997d3fbd1614e46e1e185be1a8f5894e.yaml:generic-api-key:6	historical generated test-store API record	closed: expired and deleted	64-lowercase-hex key/value; explicit test tenant/type/source metadata; expiry before review date; no production issuer or rotation target
gitleaks	generic-api-key	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2	test-tenant/secrets/212096311774ec6223984bac7af57bcfd6ebb96070ff758f4733d7e9819a2d6f.yaml	6	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2:test-tenant/secrets/212096311774ec6223984bac7af57bcfd6ebb96070ff758f4733d7e9819a2d6f.yaml:generic-api-key:6	historical generated test-store API record	closed: expired and deleted	64-lowercase-hex key/value; explicit test tenant/type/source metadata; expiry before review date; no production issuer or rotation target
gitleaks	generic-api-key	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2	test-tenant/secrets/29fb297f80076d597a3bef3dba2151ec5eac3dc06fe613c8e168854474876c51.yaml	6	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2:test-tenant/secrets/29fb297f80076d597a3bef3dba2151ec5eac3dc06fe613c8e168854474876c51.yaml:generic-api-key:6	historical generated test-store API record	closed: expired and deleted	64-lowercase-hex key/value; explicit test tenant/type/source metadata; expiry before review date; no production issuer or rotation target
gitleaks	generic-api-key	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2	test-tenant/secrets/24704a92847fbe8d3308f2d572be59b8e6aba759c429d5d6ee247e474414d6db.yaml	6	699d9dc73e9b34b8920f2a29f04cb0c1d5ee18f2:test-tenant/secrets/24704a92847fbe8d3308f2d572be59b8e6aba759c429d5d6ee247e474414d6db.yaml:generic-api-key:6	historical generated test-store API record	closed: expired and deleted	64-lowercase-hex key/value; explicit test tenant/type/source metadata; expiry before review date; no production issuer or rotation target
